student_id,district,al_passed,ol_passed,stream,career_interest,budget,preferred_city,hostel_required,sports_or_extracurricular,university_id,university_name,university_type,location,degree_programs,program_description,language_mediums,hostel_available,semester_fee_lkr,entry_requirements,ranking_score,international_affiliation,recommended_university_id
3028,Galle,FALSE,FALSE,Biological Science,Engineering,19372,Jaffna,FALSE,TRUE,P009,SAI Campus (South Asian Institute),Private,Colombo,Certificate in English,6-month language proficiency program.,"English,Sinhala,Tamil",FALSE,58097,A/L pass or O/L pass,28,FALSE,P009
3029,Kalutara,FALSE,FALSE,Arts,Design,140780,Ampara,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Ayurveda,"Traditional medicine program with panchakarma therapy, clinical diagnosis, and herbal pharmacology.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3030,Mullaitivu,FALSE,FALSE,Technology,Engineering,65712,Nuwara Eliya,FALSE,TRUE,P029,University of West London (UWL) Sri Lanka,Private,Colombo,Bachelor of Software Engineering,"Agile/DevOps program with Docker/Kubernetes training, full-stack development bootcamps, and guaranteed internships at 99x/Zone24x7. Includes cybersecurity modules.","English,Sinhala,Tamil",FALSE,12003,A/L pass or O/L pass,55,FALSE,P029
3031,Matara,FALSE,TRUE,Arts,Arts,280480,Puttalam,TRUE,FALSE,P004,CINEC Campus,Private,"Malabe, Jaffna, Wattala",BSc (Hons) in Quantity Surveying,3-year construction program with BIM software training and Megapolis project site visits.,"English,Sinhala,Tamil",TRUE,196801,A/L pass or O/L pass,35,TRUE,P004
3032,Anuradhapura,TRUE,TRUE,Physical Science,Medicine,37502,Jaffna,FALSE,TRUE,G011,South Eastern University of Sri Lanka,Public,Oluvil,Diploma in Business Administration,1-year management fundamentals program.,"English,Sinhala,Tamil",FALSE,13284,Z-score,41.46,TRUE,G011
3033,Puttalam,FALSE,FALSE,Physical Science,IT,54581,Ratnapura,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BA in International Relations,4-year program with Model UN participation and diplomatic training.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3034,Moneragala,FALSE,TRUE,Arts,Medicine,54665,Polonnaruwa,FALSE,FALSE,P020,City School of Architecture (CSA),Private,Colombo,Bachelor of Veterinary Science,"Zoonotic disease program with livestock research center, clinical rotations, and public health training.","English,Sinhala,Tamil",FALSE,10916,A/L pass or O/L pass,45,TRUE,P020
3035,Anuradhapura,FALSE,FALSE,Technology,Arts,234311,Nuwara Eliya,FALSE,FALSE,P001,NSBM Green University,Private,"Homagama, Colombo",American Degree Program,4-year US-style education with SAT/TOEFL preparation and liberal arts curriculum.,"English,Sinhala,Tamil",FALSE,25419,A/L pass or O/L pass,45,TRUE,P001
3036,Vavuniya,TRUE,TRUE,Commerce,Agriculture,146563,Matale,FALSE,TRUE,P024,Imperial College of Business Studies,Private,Colombo,CMA Program,Management accounting certification with strategic cost management.,"English,Sinhala,Tamil",FALSE,165146,A/L pass or O/L pass,30,TRUE,P024
3037,Batticaloa,TRUE,TRUE,Technology,IT,180987,Galle,TRUE,FALSE,G003,University of Moratuwa,Public,Moratuwa,Bachelor of English,"3-year literature program with creative writing workshops, TESOL certification, and post-colonial studies. Includes literary journal publishing opportunities.","English,Sinhala,Tamil",TRUE,11838,Z-score,60,TRUE,G003
3038,Ampara,FALSE,FALSE,Commerce,Design,222959,Matale,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc (Hons) in Data Science,3-year program with big data analytics projects using Python/R and Tableau.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3039,Badulla,FALSE,FALSE,Arts,Arts,208553,Anuradhapura,TRUE,FALSE,P025,Virtusa Institute of Technology,Private,Colombo,BSc (Hons) International Hospitality,3-year Swiss-modeled program.,"English,Sinhala,Tamil",TRUE,103598,A/L pass or O/L pass,50,FALSE,P025
3040,Matale,FALSE,TRUE,Commerce,Business,155543,Badulla,TRUE,FALSE,P003,Royal Institute of Colombo (RIC),Private,Colombo,Bachelor of Community Dev.,"NGO partnership program with grassroots projects, social entrepreneurship, and participatory development.","English,Sinhala,Tamil",TRUE,192705,A/L pass or O/L pass,47.5,TRUE,P003
3041,Puttalam,FALSE,TRUE,Commerce,Arts,209606,Vavuniya,TRUE,FALSE,P027,University of Central Lancashire (UCLan) Sri Lanka,Private,Colombo,BA in Digital Media,3-year creative technologies degree with Adobe certification.,"English,Sinhala,Tamil",TRUE,41811,A/L pass or O/L pass,60,FALSE,P027
3042,Kegalle,FALSE,FALSE,Biological Science,Agriculture,21593,Ratnapura,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc (Hons) in Accounting,3-year ACCA-accredited degree with 9 paper exemptions and Big Four internship pipeline.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3043,Puttalam,FALSE,TRUE,Arts,Agriculture,148271,Kurunegala,FALSE,FALSE,P016,NIBM (National Institute of Business Management),Private,Colombo,Bachelor of Buddhist Art,"Temple conservation program with mural restoration, sculpture, and architectural studies.","English,Sinhala,Tamil",FALSE,227607,A/L pass or O/L pass,40,FALSE,P016
3044,Polonnaruwa,TRUE,TRUE,Physical Science,IT,246679,Nuwara Eliya,TRUE,FALSE,G003,University of Moratuwa,Public,Moratuwa,Diploma in Accounting,1-year QuickBooks and basic accounting program.,"English,Sinhala,Tamil",TRUE,11838,Z-score,60,TRUE,G003
3045,Ratnapura,FALSE,FALSE,Commerce,IT,169329,Kilinochchi,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Management,"Corporate track program with flexible scheduling, case studies, and industry-aligned specializations.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3046,Polonnaruwa,FALSE,FALSE,Technology,Design,64328,Ratnapura,FALSE,TRUE,P024,Imperial College of Business Studies,Private,Colombo,Bachelor of Business Administration,"3-year ACBSP-accredited program with ACCA/CIMA exemptions (up to 9 papers). Features corporate mentorship, capstone projects with local businesses, and specializations in HR/FinTech.","English,Sinhala,Tamil",FALSE,165146,A/L pass or O/L pass,30,TRUE,P024
3047,Hambantota,FALSE,FALSE,Arts,Medicine,232290,Kilinochchi,TRUE,TRUE,P012,Kaatsu International University,Private,Colombo,BSc in Accounting,3-year ACCA-accredited program with 9 paper exemptions.,"English,Sinhala,Tamil",TRUE,109353,A/L pass or O/L pass,20,FALSE,P012
3048,Matara,FALSE,FALSE,Arts,Design,79851,Kegalle,TRUE,FALSE,P019,Management & Science University (MSU) Sri Lanka,Private,Colombo,Bachelor of Information Systems,SAP/Oracle ERP system certifications with process automation labs (RPA tools). Includes industry projects with banks on digital transformation and data governance.,"English,Sinhala,Tamil",TRUE,178009,A/L pass or O/L pass,40,TRUE,P019
3049,Colombo,FALSE,FALSE,Physical Science,Law,64079,Badulla,TRUE,TRUE,P014,BCAS Campus,Private,"Colombo, Kalmunai",Bachelor of Tamil Literature,"Classical literature program with manuscript preservation, poetry studies, and media applications.","English,Sinhala,Tamil",TRUE,55083,A/L pass or O/L pass,35,TRUE,P014
3050,Galle,FALSE,FALSE,Biological Science,Law,124887,Kurunegala,FALSE,FALSE,P006,ICBT Campus,Private,"Colombo, Kandy, Kurunegala, Matara",Diploma in English,1-year language and communication skills program.,"English,Sinhala,Tamil",FALSE,180702,A/L pass or O/L pass,38,TRUE,P006
3051,Polonnaruwa,FALSE,FALSE,Commerce,Agriculture,106106,Puttalam,FALSE,TRUE,P022,Sei Campus,Private,Nugegoda,Bachelor of Nursing,"ICU specialization program with emergency care training, community health projects, and simulation labs. Includes BLS/ACLS certifications.","English,Sinhala,Tamil",FALSE,217992,A/L pass or O/L pass,25,FALSE,P022
3052,Ratnapura,TRUE,TRUE,Commerce,Law,180074,Kandy,FALSE,FALSE,G009,Wayamba University of Sri Lanka,Public,Kuliyapitiya,Diploma in Culinary Arts,2-year professional kitchen training with European techniques.,"English,Sinhala,Tamil",FALSE,11878,Z-score,46.12,TRUE,G009
3053,Badulla,FALSE,FALSE,Arts,Medicine,157421,Kilinochchi,FALSE,FALSE,P015,Lyceum Campus,Private,"Colombo, Wattala",BSc in Interior Design,3-year spatial design program with AutoCAD training.,"English,Sinhala,Tamil",FALSE,180180,A/L pass or O/L pass,33,TRUE,P015
3054,Mannar,FALSE,TRUE,Technology,Arts,95511,Matara,FALSE,FALSE,P015,Lyceum Campus,Private,"Colombo, Wattala",Bachelor of Business,3-year degree with UK/Australia transfer options. Features QuickBooks certification and MAS Holdings visits.,"English,Sinhala,Tamil",FALSE,180180,A/L pass or O/L pass,33,TRUE,P015
3055,Anuradhapura,FALSE,TRUE,Arts,Engineering,78973,Kandy,FALSE,FALSE,P005,Asia Pacific Institute of IT (APIIT),Private,"Colombo, Kandy",BSc in Cloud Computing,3-year AWS/Azure certified program with DevOps training.,"English,Sinhala,Tamil",FALSE,61804,A/L pass or O/L pass,46,TRUE,P005
3056,Vavuniya,TRUE,TRUE,Arts,Agriculture,173207,Moneragala,FALSE,TRUE,G000,University of Colombo,Public,Colombo,Higher Diploma in Human Resource Management,1-year intensive HR certification program.,"English,Sinhala,Tamil",FALSE,8511,Z-score,74.94,TRUE,G000
3057,Kurunegala,TRUE,TRUE,Biological Science,Arts,269506,Kalutara,FALSE,FALSE,P005,Asia Pacific Institute of IT (APIIT),Private,"Colombo, Kandy",BA (Hons) Business Management,3-year UK-linked degree with entrepreneurship focus.,"English,Sinhala,Tamil",FALSE,61804,A/L pass or O/L pass,46,TRUE,P005
3058,Colombo,FALSE,TRUE,Technology,Design,165395,Galle,TRUE,FALSE,P026,Nexford University (Online Programs),Private,Colombo,BA in English,3-year literature degree with creative writing focus and TESL certification.,"English,Sinhala,Tamil",TRUE,202984,A/L pass or O/L pass,55,FALSE,P026
3059,Vavuniya,FALSE,FALSE,Physical Science,Arts,62238,Colombo,FALSE,FALSE,P006,ICBT Campus,Private,"Colombo, Kandy, Kurunegala, Matara",Diploma in Business,1-year management foundations course.,"English,Sinhala,Tamil",FALSE,180702,A/L pass or O/L pass,38,TRUE,P006
3060,Polonnaruwa,FALSE,FALSE,Physical Science,IT,248957,Nuwara Eliya,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Diploma in Accounting,1-year foundational program with QuickBooks training.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3061,Polonnaruwa,TRUE,TRUE,Technology,Design,195225,Batticaloa,FALSE,FALSE,P006,ICBT Campus,Private,"Colombo, Kandy, Kurunegala, Matara",Higher Diploma in Hospitality,2-year hotel operations program.,"English,Sinhala,Tamil",FALSE,180702,A/L pass or O/L pass,38,TRUE,P006
3062,Matale,FALSE,FALSE,Biological Science,Engineering,182894,Jaffna,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Psychology,3-year behavioral science program with NIMH internships and cognitive labs.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3063,Galle,TRUE,TRUE,Commerce,Agriculture,138638,Moneragala,TRUE,FALSE,G013,Buddhist and Pali University of Sri Lanka,Public,Homagama,Bachelor of Mathematics,"Data science applications program with statistics, modeling, and industry-aligned projects.","English,Sinhala,Tamil",TRUE,14763,Z-score,23.98,FALSE,G013
3064,Colombo,FALSE,FALSE,Technology,Law,118651,Gampaha,FALSE,TRUE,P010,Sri Lanka International Buddhist Academy (SIBA),Private,"Pallekele, Kandy",BBA in International Business,3-year degree with import/export case studies.,"English,Sinhala,Tamil",FALSE,201901,A/L pass or O/L pass,25,TRUE,P010
3065,Kegalle,TRUE,TRUE,Commerce,Business,24285,Mullaitivu,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Herbal Medicine,"Formulation science program with pharmacognosy, standardization, and clinical applications.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3066,Moneragala,FALSE,FALSE,Biological Science,Business,120665,Hambantota,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Diploma in Physiotherapy,2-year rehabilitation program with clinical practice.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3067,Kalutara,FALSE,TRUE,Commerce,Design,208715,Matara,TRUE,TRUE,G012,The Open University of Sri Lanka,Public,Nawala,Bachelor of Laws (LLB),"3-year program with international moot court competitions (Philip C. Jessup), legal aid clinic serving underserved communities, and specializations in Commercial Law or Human Rights. Includes internships with Supreme Court justices and courses on Sri Lankan constitutional law.","English,Sinhala,Tamil",TRUE,13752,Z-score,50,TRUE,G012
3068,Batticaloa,FALSE,FALSE,Commerce,IT,95390,Batticaloa,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Diploma in Forensic Accounting,1-year fraud detection and investigation program.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3069,Kandy,FALSE,FALSE,Technology,Design,17399,Kegalle,FALSE,TRUE,P010,Sri Lanka International Buddhist Academy (SIBA),Private,"Pallekele, Kandy",Bachelor of Computer Science,"4-year degree offering specializations in AI (with NVIDIA GPU labs), Cybersecurity (ethical hacking certifications), and IoT (Cisco networking equipment). Features 6-month industry internships, hackathons with tech companies, and British Computer Society accreditation. Includes capstone projects solving real-world problems.","English,Sinhala,Tamil",FALSE,201901,A/L pass or O/L pass,25,TRUE,P010
3070,Jaffna,TRUE,TRUE,Technology,Agriculture,229053,Vavuniya,TRUE,TRUE,P026,Nexford University (Online Programs),Private,Colombo,BSc (Hons) Sports Science,3-year FIFA-standard program with biomechanics labs.,"English,Sinhala,Tamil",TRUE,202984,A/L pass or O/L pass,55,FALSE,P026
3071,Badulla,FALSE,FALSE,Arts,Medicine,178146,Vavuniya,FALSE,TRUE,P013,ANC Education,Private,"Colombo, Kandy",Certificate in Mixology,6-month bartending program with international cocktail training.,"English,Sinhala,Tamil",FALSE,230594,A/L pass or O/L pass,42,TRUE,P013
3072,Badulla,FALSE,FALSE,Physical Science,IT,123008,Matara,TRUE,TRUE,P012,Kaatsu International University,Private,Colombo,BSc (Hons) in International Relations,3-year program with diplomatic protocol training and UN model simulations.,"English,Sinhala,Tamil",TRUE,109353,A/L pass or O/L pass,20,FALSE,P012
3073,Ratnapura,FALSE,TRUE,Physical Science,IT,126408,Anuradhapura,FALSE,TRUE,P009,SAI Campus (South Asian Institute),Private,Colombo,BSc in Psychology,3-year behavioral science degree with SPSS training.,"English,Sinhala,Tamil",FALSE,58097,A/L pass or O/L pass,28,FALSE,P009
3074,Ratnapura,FALSE,TRUE,Physical Science,Agriculture,64359,Polonnaruwa,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Higher Diploma in IT,2-year technical program with Java/Python programming.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3075,Ratnapura,FALSE,TRUE,Commerce,Agriculture,30555,Matale,FALSE,TRUE,G010,Eastern University of Sri Lanka,Public,Vantharumoolai,Online Certificate in Digital Marketing,6-month social media strategy program.,"English,Sinhala,Tamil",FALSE,12064,Z-score,46.2,FALSE,G010
3076,Gampaha,TRUE,TRUE,Physical Science,Engineering,96302,Puttalam,FALSE,TRUE,G011,South Eastern University of Sri Lanka,Public,Oluvil,Bachelor of Disaster Mgmt.,"Hazard mitigation program with early warning systems, GIS mapping, and community preparedness.","English,Sinhala,Tamil",FALSE,13284,Z-score,41.46,TRUE,G011
3077,Matale,FALSE,FALSE,Arts,Medicine,154236,Polonnaruwa,TRUE,TRUE,P002,Informatics Institute of Technology (IIT),Private,Colombo,Diploma in Medical Laboratory Technology,2-year diagnostic training program.,"English,Sinhala,Tamil",TRUE,68711,A/L pass or O/L pass,48,TRUE,P002
3078,Ampara,FALSE,FALSE,Biological Science,Business,276215,Ampara,FALSE,FALSE,P015,Lyceum Campus,Private,"Colombo, Wattala",BBA in Business Administration,4-year degree with case study methodology and corporate projects.,"English,Sinhala,Tamil",FALSE,180180,A/L pass or O/L pass,33,TRUE,P015
3079,Trincomalee,FALSE,TRUE,Commerce,Design,12978,Kalutara,TRUE,FALSE,P004,CINEC Campus,Private,"Malabe, Jaffna, Wattala",BA (Hons) Law,3-year LLB degree with UK legal system focus.,"English,Sinhala,Tamil",TRUE,196801,A/L pass or O/L pass,35,TRUE,P004
3080,Matale,FALSE,FALSE,Technology,Design,215986,Nuwara Eliya,TRUE,FALSE,P028,Cardiff Metropolitan University (CMU) Sri Lanka,Private,Colombo,Bachelor of Tamil Studies,"Classical literature program with manuscript preservation, media studies, and linguistic research. Includes translation training.","English,Sinhala,Tamil",TRUE,205744,A/L pass or O/L pass,58,TRUE,P028
3081,Polonnaruwa,FALSE,FALSE,Technology,Design,64558,Moneragala,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Social Sci.,"Post-war studies program with reconciliation research, community development, and conflict analysis.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3082,Trincomalee,FALSE,FALSE,Biological Science,Law,39456,Kalutara,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BBA in International Business,3-year degree with import/export case studies.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
3083,Kilinochchi,FALSE,TRUE,Commerce,Agriculture,93239,Moneragala,FALSE,TRUE,P020,City School of Architecture (CSA),Private,Colombo,BA in English,3-year literature degree with creative writing workshops and journalism training.,"English,Sinhala,Tamil",FALSE,10916,A/L pass or O/L pass,45,TRUE,P020
